comment_cleaned,label
ساندویچهای باماهاس دوست داشتم همون روزهای افتتاحشده مشتری بودم امروز ناراحت شدم کیفیت پایین ساندویچ اون مقدار سس سفید واقعا قابلقبول خلاصه امیدوارم تیم روزهای اوج برگرده,1
صورت انتخاب تکی انواع شیرینی باشه خواهد,0
معنایی افتضاح بارم عوض بدتر آوردن واقعا رستوران انقد غذاهاش افتضاحه چطور اسنپ فود پیشنهاد میکنه,1
سالاد ک اومد کلهم مرغ نداشت ک تعویض ی مرغ اندازه انگشت دست سرد نپخته مونده مرغ سزار گرم باشه مونده یخزده انتظار میرفت,1
درب جعبه شیرینی له,0
تازه خوشمزه ممنون,0
پیتزا تاخیر تحویل ساعت تصف شب دیگه تقریبا شبیه آش اسلایسها تیکه پاره سده,1
آب انبه آب قاطی انگار بقیهاش ممنون,0
ماست تومنی ماست تومنی ارسال اسنپ فود تومن برگردوند حساب مابقی مبلغ چیه,1
واقعا خشمزه داغ موقع,0
پیتزا تندوری آروستو ولاغیر,0
سلام وقت بخیر سفارش قیمه بادنجان دادهام قیمه سیبزمینی فرستادن,1
پیتزا خوشمره موقع پنیر پیتزا کالباس پیتزا کمپنیرتر دوستدارم,0
کیفیت گوشت پایین خشک,0
مرغش چی ممنونم,0
ساندویچ داغ متأسفانه خواهش بنده ارسال سیبزمینی تازه سرخشده ارسالی کهنه ولرم بیمزه اصلا نتونستم استفاده گرم مجدد پول کیلو سیبزمینی بابت گرم سیب سرخشده دارید میگیرید دیگه اینهمه صرفهجویی چیه مجموعهای واقعا انتظار اینهاست,0
خوشمزه طمع مخصوصا عطر غذا,1
ران مرغ سوخاری نا پخته,0
مشتری ثابت کترینگم غذا زود میرسونن همینطور غذاها گرمه واقعا قیمتشون باکیفیت خوشمزه ست متشکرم,0
واقعا افتضاح نشاط انتظار کیفیت پایین نداشتم انقدر هزینه میکنم تأسف,1
قبلا ازین رستوران خرید غذاشون جرات میتونم بگم بدمزهترین بال کبابی تاحالا خوردم گشنم رستوران گرفتم ریسک نکنم غذاش باشه اینقدر بو طعم بدی نتونستم بخورم اینهمه پول دادم بشه غذای گربه درسته الانم اینهمه گرسنمه بخوام دیگه سفارش بدم میکشه واقعا متعجبم رستورانی غذاش چیه فرستاده جالبه گوجه فلفل چینی نداره واقعا,1
تاریخ مصرف هست محصول ماه تاریخ مصرف باقیمانده,1
زمان تحویل کیفیت غذا غذا گرم چی,0
سلام غذا بو مزهی نداشت پخته میشد امیدوارم رسیدگی تشکر,1
غذا سرد دست,1
دیر غذا آماده اسنپ فود پاسخگوی اتفاق,1
حرف نداشت,0
مدیریت گلها عوض کیفیت طرز عجیبی پایین,1
عرض سلام طرفدار سفت سخت پرپروک هستم پیتزا صبحانه واقعا بد بیمزه اندازه سانت امیدوارم بشه تشکر,1
تشکر عوامل رستوران حجم سالاد دفعات قبلی قیمت,0
شیرینی تازه گرم کلا خامهها اب شکل نامناسبی داخل جعبه,1
غذا سرد دهن افتاده بسته پیاز سبزیجات سالاد کلم قبلا داخل ظرف بد داخل نایلون سالاد کلم حدف کلا کیفیت غذا بسته ارسال افت قیمت ترقی,1
ممنونم مدیریت سوپر مارکت سریع آوردن أین شرایط کرونا موارد بهداشتی رعایت پیک اسنپ ممنونم خوشرو خوشبرخورد,0
موردی نارضایتی تاریخ تولید نان ارسالی دوروز انقضای مانده وگرنه باقی موارد رضایت داشتم,0
اکبر جوجه نیمپز سرخ نشده,1
سالاد الویه بد مانده لطفا غذاها مانده ارسال نفرمایید کار بیاحترامی,1
آماده شدنش کشید کیفیت راضی بودم,0
آیس پک شکلات تلخ,1
کیفیت غذا واقعا معمولی ضعیف کباب کوبیده نازک زرد رنگ گوشت بیکیفیت خوراک میکس جوجه جوجه ترشش اصلا ترش تندوری مزه تندی میداد جوجه معمولی بیمزه,1
داغ تازه بسته سریع آوردن,0
گوشت برگرش غضروف چربی اصلا جویده نمیشد,1
تازه خوشمزه دقیقه کشید کاملن خواهشی بودم,0
چندین دفعه خریداری وای برنجش هندی هس خوشمزهتر گوشت کوبیده مرغش هس کوبیدش بده کاش طعم سویا میداد جوجشم اصلا مواد نذاشتین سفت بد طمع ببخشید بد دادم قبلا سفارش چندین سفارش دادم وهر سری کیفیت بد بدتر میشه لطفا رسیدگی,1
کمتر نیم ساعت فرستادن ممنون,0
تاخیر تحویل علیرغم کیفیت دیگه سفارش نمیدم ازین طریق,1
یکم بیمزه ب نظرم قبلا فوقالعاده درکل راضیم باروژ,0
خداییش طعم واقعی کباب گرفتم واقعا عالیه,0
شیرینیها خشک مونده اصلا راضی نبودم,1
زمان تحویلتون خوبه کیفیت ساندویچهاتون خوبه ضعفش اینه حجمش کمه تاش برا یه نفر زیاده یکیش کمه سیبزمینی تنوری توصیه میکنم حرف نداره,0
شیرینی دانمارکی شیره حضوری خریده بودم اصلا اینجوری نان پنیر گردویی کیفیتش پنیر شور اصلا گردو نداشت خمیر نان سبزیهای داخلش کلا افتضاح,1
اصلا یکبار قسمت توضیحات نخوندن,1
پیتزای پپرونیش واقعا سرد بیمزه باگت بعید الیته وقته ازش غذا نگرفته بودم افت محسوسی نظرم توی میزاریم حساب خستگی آخر شب پرسنلشون,1
ودرکوتاهترین زمان دستم,0
خورشتها ریخته خورشت بادمجان تازه بادمجانها,1
تازه ممنون,0
سالاد سزار نمره بالایی نمیدم مقدارش کمتر نون سیرهای سالاد مانده کهنه,0
مسئولیتپذیری احترام مشتری شیلا واقعا ممنونم تماس گرفتند گفتند پیک اسنپنسیده پیک خودشان موقع تحویل حسن رفتار شایسته تقدیر هست مزه غذا اگه بخواهم مقایسه مزه ساندویچ مرغ آلمانی دوست داشتم غذاهای شیلا هست ممنونم,0
نپخته خام تحویل,1
حجم غذا قیمت واقعا دورچین ترشی خوراک مخصوصا توجه توضیحات غذا میبایست میبود نان خوراک رستورانها ارسال میشه ارسال نشده,1
غذا ببش زود دستمون فاصله خونه رساوران موتور دقیقه هست هشت سبت سفارش هشت ده دقیقه غذا دستمون میشه توضیح راجع اماده سیخ کوبیده برنج بسته بندیشون دقیقه بدید,0
اطلاع مغایرت مشتری,1
ممنون سرعت ارسال بالاتون,0
کیفیت پایین پیتزا دستت نگرفته میپاشید اصلا نمیکردم انقدر بیکیفیت باشه روز شعبه گیشا گرفتم واقعا بدستم کلا پشیمون شدم,1
داغ وسریع رسبد,0
خوشمزه تازه,0
اولا سفارشم وسط هفته تاخیر اومد کباب ترکی گوشت روغن بیکیفیت بوی ضخم مقدار گوشت درصورتیکه توی افزایش قیمتشون ماکزیمم قیمت گوشت محاسبهشده مقدار کیفیت نصف مخلفات قارچ پیازشو سفارش دادم اصلا قارچ نداشت واقعا سفارشم پشیمون شدم,1
ساندویچ علاقهمه ممنون اسنپ فود دکتر پیتزا,0
برنج گوشت لوبیا مزه تازگی لوبیا پلو یی رستورانهای دیگه سفارش دادم,0
سالاد شیرازی ترش بدمزه خورشت گوشت نداشت لپه حجمش مزه نداشت برنجش,1
زولبیا بامیه سفارش دادم همش گوش فیل,1
غذاش سیبزمینی سرخکرده سیبزمینیای داخل غذا انگار مونده,0
غذا سرد اصلا تند,1
دلستر سیب سفارش دادم هلو ارسال مرغ برخلاف منو نوشتن دورچین سبزیجات نداشت,1
پیداشون کردیم انجا سفارش میدیم,0
نانها کیسه مثلا کاغذی دست پیک دم تحویل غیربهداشتی بایک کاغذ ساندویچی تحویل میدادید,1
کیک کوچکتر سایز وزنی سفارش قید,1
خمیر گوشتی,1
کیک یزدی بوی تخممرغ میده,1
سلام دوعدد بستنی کمتر ارسالشده,1
بسته ممنون,0
معمول تاخیر اوردن معمول کالا سایت زده رسیده اینبار برند ارسال نکرده بازم شکر داره,1
میتونم صمیمانه تشکر,0
بسته الکل سفارش دادم بسته ارسال,1
طعم روغن سوخته توو پیتزا گریل میکس نتونیم پیتزا بخوریم اینقد بد,1
کیفیت بازگشته,0
بادمجان یکم باشه خورشت میشه قیمه ردپای بادمجان باشه,0
مثلثی سفارش دادم شیرینی ناپلونی اوردن منم مهمون داشتم مجبور شدم اونو بخوریم دوست نداشتم اینو خوردنش سخته,1
سیب زمینیش مث عکس فرفری سالادا راضی بودیم,0
پیک اصلا اصلا برخورد نداشتن مشکل آدرس چندباری توضیح دادم بهشون بدرفتار بددهن,1
غذا زود سرد پرپروک راضی هستم,0
